Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
13-01-10,Peshawar,38.6,82.4,154,56,7,0,8,Fox,Mammal,1,Evening,Cloudy,Sun,Autumn,1,0.44,0.25,0.84,0.04,0.9,Photographed,Yes,0.52,38.6,Chased,Calm,Yes,33,Semi-urban,0.9,0.67,In-person
19-10-21,Quetta,33.4,24.7,137,84,2,4,0,Owl,Bird,7,Night,Rainy,Sat,Summer,4,0.05,0.04,0.75,0.66,0.8,Heard,No,0.19,3.1,Heard,Calm,Yes,25.5,Rural,0.39,0.52,Hotline
15-02-18,Islamabad,44.7,88,260,46,2,3,2,Cobra,Reptile,5,Afternoon,Cloudy,Mon,Spring,4,0.66,0.76,0.27,0.02,0.08,Photographed,Yes,0.97,18.4,Heard,Feeding,Yes,38.5,Rural,0.62,0.44,App
13-07-26,Lahore,21.2,28.5,175,43,8,0,8,Hedgehog,Mammal,7,Night,Foggy,Sat,Summer,1,0.32,0.13,0.47,0.11,0.49,Photographed,Yes,0.93,31.7,Chased,Calm,No,30.9,Semi-urban,0.16,0.14,Website
05-07-20,Islamabad,18.3,61.9,250,64,7,2,9,Fox,Mammal,9,Evening,Sunny,Wed,Autumn,1,0.94,0.24,0.12,0.2,0.89,Chased,Yes,0.68,17.9,Seen,Curious,No,40.8,Urban,0.86,0.86,App
11-05-20,Quetta,42.6,37.7,190,60,7,3,5,Bat,Mammal,6,Night,Sunny,Thu,Spring,8,0.94,0.04,0.16,0.13,0.73,Photographed,No,0.84,13.6,Fed,Aggressive,Yes,25.3,Semi-urban,0.84,0.76,App
22-07-10,Islamabad,31.3,61.3,233,42,5,2,6,Owl,Bird,7,Afternoon,Sunny,Tue,Autumn,8,0.76,0.16,0.46,0.01,0.25,Chased,Yes,0.75,59.5,Photographed,Curious,No,5,Semi-urban,0.4,0.82,In-person
24-08-24,Islamabad,21.1,58.9,177,85,6,2,1,Fox,Mammal,9,Evening,Sunny,Wed,Winter,8,0.55,0.01,0.76,0.04,0.75,Fed,No,0.28,57.5,Photographed,Curious,Yes,18.5,Semi-urban,0.33,0.23,App
15-01-10,Quetta,24.2,81.4,150,97,3,4,3,Monkey,Mammal,4,Evening,Rainy,Sat,Autumn,9,0.89,0.59,0.39,0.41,0.7,Heard,Yes,0.1,37.6,Photographed,Feeding,No,17.8,Rural,0.79,0.18,Website
28-12-21,Lahore,32.6,53.7,63,42,7,4,9,Owl,Bird,7,Night,Rainy,Mon,Summer,3,0.56,0.6,0.68,0.8,0.27,Photographed,Yes,0.84,30.4,Heard,Curious,No,3.9,Urban,0.06,0.4,Hotline
08-04-20,Lahore,38.5,69.5,208,75,2,4,3,Monkey,Mammal,7,Morning,Rainy,Sun,Winter,0,0.43,0.09,0.22,0.6,0.74,Fed,Yes,1,56.1,Photographed,Feeding,Yes,32.2,Rural,0.42,0.67,In-person
10-05-25,Lahore,38.6,28.3,247,86,6,0,9,Monkey,Mammal,5,Afternoon,Cloudy,Sat,Autumn,8,0.57,0.98,0.17,0.7,0.59,Seen,No,0.63,42.2,Photographed,Aggressive,No,46.5,Rural,0.78,0.15,Website
07-11-12,Peshawar,40.6,35.8,118,68,4,3,0,Porcupine,Mammal,5,Afternoon,Rainy,Sun,Autumn,9,0.94,0.71,0.63,0.05,0.9,Heard,No,0.92,47,Fed,Fleeing,No,0.5,Semi-urban,0.06,0.3,In-person
25-11-15,Quetta,18.9,47.9,133,63,8,3,4,Bat,Mammal,8,Afternoon,Cloudy,Sun,Spring,9,0.28,0.26,0.25,0.91,0.25,Photographed,Yes,0.34,45.8,Chased,Curious,Yes,22.5,Rural,0.78,0.16,App
10-04-25,Islamabad,29.6,22.4,133,57,9,2,8,Owl,Bird,5,Afternoon,Rainy,Thu,Spring,3,0.32,0.77,0.09,0.24,0.73,Chased,Yes,0.59,8.6,Heard,Fleeing,No,44.1,Urban,0.39,0.85,In-person
26-07-24,Karachi,38.6,63.7,214,97,4,1,4,Bat,Mammal,3,Evening,Cloudy,Thu,Winter,6,0.2,0.57,0.46,0.97,0.61,Photographed,Yes,0.41,7.7,Seen,Curious,Yes,7.6,Rural,0.23,0.33,Website
30-12-25,Lahore,40.5,59.3,130,63,1,3,9,Monkey,Mammal,9,Morning,Rainy,Sun,Autumn,6,0.71,0.54,0.08,0.46,0.48,Heard,No,0.25,56.8,Chased,Feeding,Yes,42.5,Urban,0.67,0.52,App
08-12-23,Islamabad,27.4,65.6,135,51,7,3,9,Porcupine,Mammal,3,Afternoon,Foggy,Mon,Summer,2,0.79,0.2,0.26,0.16,0.33,Heard,No,0.78,31.6,Seen,Calm,Yes,10.3,Semi-urban,0.88,0.89,In-person
17-09-22,Karachi,41.1,36.7,282,79,9,3,9,Owl,Bird,1,Night,Sunny,Sat,Spring,1,0.07,0.46,0.91,0.54,0.5,Heard,No,0.19,39.8,Chased,Calm,No,41.1,Urban,0.38,0.8,In-person
30-01-18,Lahore,43.9,34.3,123,47,7,3,8,Owl,Bird,4,Evening,Sunny,Fri,Winter,4,0.63,0.8,0.4,0.92,0.53,Chased,No,0.24,42.1,Seen,Fleeing,No,39.7,Semi-urban,0.32,0.87,App
26-11-24,Islamabad,42.2,39.4,89,77,0,3,0,Owl,Bird,7,Evening,Cloudy,Sat,Winter,7,0.89,0.65,0.15,0.44,0.62,Fed,No,0.18,53.1,Heard,Calm,No,40.2,Rural,0.51,0.97,Website
08-02-12,Lahore,27.5,88.9,70,69,1,3,5,Hedgehog,Mammal,7,Night,Cloudy,Sun,Spring,4,0.56,0.53,0.72,0.89,0.08,Seen,No,0.76,12.1,Seen,Curious,Yes,42.9,Urban,0.82,0.59,Hotline
31-05-15,Karachi,36.3,42,188,41,8,4,7,Cobra,Reptile,2,Evening,Foggy,Sun,Autumn,5,0.83,0.34,0.17,0.71,0.83,Photographed,Yes,0.19,15.2,Heard,Curious,No,7.2,Urban,0.35,0.51,Website
12-02-22,Islamabad,37.5,65.6,225,61,0,4,2,Owl,Bird,1,Evening,Foggy,Thu,Autumn,3,0.74,0.11,0.31,0,0.68,Chased,No,0.25,39.7,Heard,Fleeing,No,49.6,Semi-urban,0.07,0.17,Website
29-02-20,Karachi,25.2,80.6,96,77,4,2,8,Bat,Mammal,5,Morning,Foggy,Fri,Spring,4,0.65,0.94,0.87,0.77,0.79,Fed,No,0.7,16.4,Photographed,Calm,Yes,45.4,Semi-urban,0.67,0.6,Website
27-07-16,Islamabad,18.3,51.3,87,53,3,4,7,Hedgehog,Mammal,3,Night,Cloudy,Sat,Autumn,2,0.98,0.11,0.42,0.04,0.74,Photographed,No,0.93,17.5,Seen,Curious,No,42.9,Semi-urban,0.29,0.92,App
24-05-10,Karachi,37.6,76.3,261,84,6,0,6,Bat,Mammal,9,Evening,Cloudy,Mon,Spring,2,0.87,0.11,0.7,0.54,0.1,Fed,No,0.32,1.7,Seen,Aggressive,Yes,23.5,Urban,0.3,0.64,Website
13-09-20,Islamabad,23.9,41,271,80,3,2,3,Bat,Mammal,8,Morning,Cloudy,Sat,Autumn,1,0.67,0.59,0.89,0.19,0.08,Photographed,No,0.32,47.9,Chased,Calm,Yes,1.8,Rural,0.58,1,Website
08-01-18,Peshawar,40.7,56.5,118,87,3,4,2,Cobra,Reptile,1,Evening,Cloudy,Mon,Winter,4,0.09,0.91,0.67,0.83,0.88,Heard,No,0.61,31.5,Fed,Fleeing,Yes,21.6,Semi-urban,0.32,0.49,Website
30-06-16,Peshawar,38.2,62.1,75,91,5,4,2,Porcupine,Mammal,6,Evening,Foggy,Tue,Winter,3,0.79,0.64,0.68,0.13,0.23,Heard,Yes,0.81,58.3,Chased,Aggressive,No,13.2,Urban,0.27,0.53,Website
15-05-11,Islamabad,44.5,38.8,215,45,5,0,1,Owl,Bird,1,Evening,Rainy,Sun,Spring,5,0.05,0.14,0.28,0.97,0.33,Heard,No,0.53,12.6,Fed,Aggressive,Yes,30.6,Urban,0.28,0.29,Hotline
15-10-17,Lahore,30.5,20.4,95,88,7,2,3,Hedgehog,Mammal,1,Morning,Rainy,Fri,Summer,9,0.46,0.44,0.22,0.4,0.04,Chased,Yes,0.35,49.2,Fed,Calm,Yes,14.3,Semi-urban,0.82,0.58,In-person
14-08-18,Peshawar,41.4,60.2,88,52,2,2,0,Bat,Mammal,8,Night,Sunny,Tue,Summer,2,0.41,0.91,0.71,0.61,0.31,Seen,No,0.84,57.3,Chased,Feeding,No,41.1,Urban,0,0.67,Hotline
14-11-25,Lahore,16.5,38,264,88,3,1,1,Bat,Mammal,2,Morning,Sunny,Fri,Spring,3,0.38,0.46,0.37,0.12,0.42,Photographed,Yes,0.78,5.2,Heard,Curious,Yes,4.1,Semi-urban,0.35,0.95,Website
15-09-26,Karachi,35.1,67.5,243,90,9,1,2,Wild Cat,Mammal,6,Afternoon,Rainy,Tue,Summer,8,0.61,0.87,0.72,0.12,0.9,Fed,Yes,0.16,32.5,Fed,Aggressive,Yes,7.2,Urban,0.01,0.48,Website
09-08-21,Quetta,23.9,54,94,54,9,4,4,Fox,Mammal,1,Morning,Sunny,Mon,Summer,8,0.73,0.65,0.85,0.69,0.43,Heard,No,0.71,17.2,Fed,Calm,No,15.4,Rural,0.79,0.5,Website
17-05-14,Islamabad,39,77.6,205,83,8,2,9,Hedgehog,Mammal,9,Afternoon,Foggy,Wed,Autumn,5,0.71,0.69,0.37,0.17,0.43,Seen,Yes,0.23,53.5,Heard,Fleeing,No,17.4,Semi-urban,0.15,0.12,In-person
24-08-18,Lahore,34.4,64.6,220,86,0,0,5,Cobra,Reptile,5,Afternoon,Rainy,Sun,Summer,7,0.36,0.22,0.99,0.45,0.69,Photographed,No,0.23,29.6,Heard,Curious,Yes,1.5,Semi-urban,0.51,0.97,Hotline
20-04-23,Peshawar,26.5,22.7,295,82,9,2,1,Owl,Bird,6,Evening,Foggy,Tue,Spring,4,0.29,0.9,0.12,0.96,0.31,Seen,Yes,0.9,36.6,Photographed,Fleeing,No,41.4,Urban,0.98,0.36,Hotline
11-11-15,Islamabad,43.8,47.3,158,71,5,3,4,Cobra,Reptile,5,Afternoon,Cloudy,Thu,Autumn,8,0.55,0.54,0.76,0.83,0.44,Chased,No,0.37,16.3,Chased,Calm,Yes,9.8,Semi-urban,0.06,0.41,In-person
20-03-11,Lahore,23.1,87.6,152,43,2,0,7,Porcupine,Mammal,3,Evening,Sunny,Mon,Summer,1,0.49,0.4,0.99,0.88,0.62,Chased,No,0.61,37.6,Photographed,Feeding,Yes,10.1,Urban,0.4,0.14,In-person
14-06-12,Lahore,29.3,58,196,66,4,1,5,Wild Cat,Mammal,6,Evening,Foggy,Wed,Winter,4,0.75,0.55,0.06,0.68,0.47,Chased,Yes,0.13,58.2,Fed,Feeding,Yes,47.5,Semi-urban,0.51,0.18,Website
08-03-24,Karachi,37.6,54.4,232,97,3,2,0,Bat,Mammal,8,Night,Rainy,Sun,Winter,6,0.39,0.51,0.49,0.58,0.87,Heard,Yes,0.98,25,Chased,Curious,No,41.4,Rural,0.76,0.62,Website
26-03-13,Lahore,43.7,34,122,47,3,4,0,Porcupine,Mammal,1,Night,Sunny,Mon,Winter,0,0.3,0.24,0.31,0.26,0.03,Heard,No,0.97,14,Chased,Feeding,No,36.7,Urban,0.76,0.94,Hotline
11-06-14,Islamabad,15.9,81,187,81,4,3,1,Cobra,Reptile,9,Afternoon,Foggy,Fri,Summer,7,0.73,0.53,0.79,0.99,0.2,Fed,No,1,6.3,Fed,Feeding,No,0.2,Rural,0.04,0.41,Website
14-08-17,Peshawar,34,24.8,190,79,7,4,8,Fox,Mammal,1,Evening,Rainy,Sat,Winter,3,0.7,0.1,0.4,0.72,0.28,Chased,No,0.72,2.4,Seen,Feeding,No,15.4,Semi-urban,0.55,0.67,Hotline
15-12-18,Karachi,32.3,68.8,94,58,5,1,7,Hedgehog,Mammal,1,Afternoon,Foggy,Tue,Spring,6,0.84,0.24,0.48,0.15,0.71,Seen,Yes,0.7,13.5,Heard,Calm,No,43.2,Semi-urban,0.4,0.36,In-person
04-11-26,Lahore,19.6,38.6,167,68,6,4,6,Bat,Mammal,1,Afternoon,Foggy,Fri,Autumn,0,0.64,0.98,0.6,0.36,0.65,Seen,Yes,0.21,53.4,Fed,Aggressive,No,25.2,Rural,0.45,0.63,In-person
05-07-13,Quetta,33.7,25,209,89,1,3,3,Bat,Mammal,5,Evening,Cloudy,Thu,Summer,7,0.29,0.56,0.12,0.92,0.72,Fed,No,0.46,10.4,Photographed,Feeding,No,44.1,Urban,0.82,0.75,Hotline
31-10-13,Islamabad,23.1,48.2,234,70,0,1,9,Wild Cat,Mammal,2,Afternoon,Rainy,Sun,Summer,5,0.71,0.06,0.84,0,0.25,Heard,No,0.77,19.7,Photographed,Fleeing,No,5.2,Rural,0.36,0.34,Website
06-05-26,Islamabad,40.3,41.9,149,57,2,4,2,Owl,Bird,1,Night,Foggy,Sun,Summer,5,0.38,0.96,0.09,0.69,0.49,Heard,No,0.45,38.3,Seen,Curious,Yes,35.2,Semi-urban,0,0.25,In-person
27-07-21,Islamabad,36.4,66.6,210,63,0,3,8,Hedgehog,Mammal,9,Afternoon,Cloudy,Sun,Summer,4,0.48,0.63,1,0.1,0.5,Fed,No,0.45,52.1,Heard,Calm,Yes,23.9,Urban,0.11,0.67,App
06-02-25,Quetta,38.1,20.2,248,80,1,4,3,Porcupine,Mammal,2,Afternoon,Sunny,Mon,Autumn,8,0.66,0.47,0.88,0.22,0.68,Photographed,No,0.65,18.4,Seen,Aggressive,Yes,6.9,Rural,0.65,0.76,Hotline
03-06-24,Peshawar,24.5,65.1,198,67,7,0,3,Hedgehog,Mammal,5,Night,Cloudy,Sun,Summer,2,0.67,0.82,0.78,0.54,0.1,Photographed,No,0.72,15.3,Seen,Calm,Yes,45.6,Rural,0.84,0.74,App
09-10-26,Lahore,43.5,22.2,180,86,5,0,5,Bat,Mammal,4,Afternoon,Sunny,Sun,Autumn,7,0.72,0.88,0.04,0.4,0.76,Chased,Yes,0.51,16.8,Photographed,Calm,Yes,11.1,Semi-urban,0.13,0.87,App
22-10-10,Islamabad,32.3,25.3,224,69,8,1,4,Wild Cat,Mammal,6,Night,Foggy,Tue,Autumn,6,0.02,0.29,0.77,0.52,0.35,Photographed,Yes,0.43,1.1,Seen,Curious,Yes,15.1,Rural,0.65,0.98,In-person
25-07-24,Islamabad,40.4,21.7,124,47,0,0,7,Monkey,Mammal,8,Morning,Rainy,Sun,Summer,5,0.15,0.9,0.71,0.94,0.6,Fed,Yes,0.53,4.5,Heard,Feeding,No,33.6,Semi-urban,0.58,0.99,Website
04-08-23,Karachi,22.2,57.2,261,89,5,0,0,Bat,Mammal,7,Morning,Cloudy,Tue,Autumn,9,0.9,0.85,0.32,0.28,0.98,Photographed,Yes,0.57,54.5,Seen,Curious,No,8.3,Urban,0.64,0.83,In-person
15-07-23,Islamabad,43.4,43.6,231,99,8,0,1,Cobra,Reptile,1,Evening,Sunny,Wed,Summer,1,0.01,0.63,0.45,0.13,0.96,Heard,Yes,0.58,15.3,Seen,Fleeing,No,25.1,Urban,0.68,0.17,In-person
17-06-11,Quetta,23.2,76.5,259,53,9,4,2,Wild Cat,Mammal,6,Morning,Rainy,Wed,Spring,7,0.21,0.05,0.84,0.98,0.79,Heard,Yes,0.87,15.3,Chased,Aggressive,No,48,Rural,0.2,0.96,Website
17-12-26,Peshawar,44.8,69.8,139,96,4,0,1,Hedgehog,Mammal,3,Afternoon,Cloudy,Sat,Winter,6,0.07,0.62,0.98,0.19,0.79,Fed,No,0.92,56.7,Fed,Curious,Yes,48,Rural,0.52,0.98,App
25-10-24,Karachi,37.7,31.3,57,69,3,0,6,Porcupine,Mammal,1,Afternoon,Cloudy,Wed,Autumn,3,0.57,0.77,0.5,0.01,0.01,Seen,Yes,0.42,55.6,Fed,Fleeing,Yes,11.5,Rural,0.63,0.3,In-person
15-05-10,Karachi,24.7,79.4,249,87,5,4,8,Hedgehog,Mammal,3,Afternoon,Foggy,Thu,Winter,9,0.9,0.15,0.99,0.95,0.49,Fed,No,0.56,29.4,Photographed,Calm,No,31.8,Semi-urban,0.09,0.13,App
11-01-19,Lahore,16.7,51.1,139,53,0,1,3,Owl,Bird,4,Morning,Foggy,Wed,Winter,4,0.36,0.66,0.24,0.19,0.92,Fed,Yes,0.19,30.9,Seen,Fleeing,Yes,11.1,Semi-urban,0.04,0.13,In-person
22-09-11,Lahore,20.3,80.7,286,80,3,4,7,Monkey,Mammal,3,Night,Rainy,Thu,Autumn,4,0.52,0.76,0.28,0.35,0.89,Chased,No,0.95,53.7,Seen,Feeding,Yes,21,Rural,0.78,0.53,Website
08-07-15,Karachi,29.9,34.3,270,47,8,2,6,Monkey,Mammal,9,Night,Cloudy,Sat,Spring,3,0.3,0.88,0.46,0.1,0.83,Seen,Yes,0.14,43.9,Photographed,Fleeing,No,38.7,Rural,0.35,0.84,In-person
02-05-25,Lahore,30.5,52.4,230,95,3,4,4,Porcupine,Mammal,5,Night,Rainy,Tue,Summer,8,0,0.42,0.52,0.05,0.97,Heard,Yes,0.3,18.9,Seen,Fleeing,Yes,15.3,Urban,0.23,0.1,Hotline
22-05-19,Karachi,36.9,87.7,87,90,3,0,4,Owl,Bird,7,Morning,Foggy,Fri,Winter,9,0.3,0.33,0.71,0.82,0.18,Heard,Yes,0.43,54.2,Chased,Fleeing,Yes,40.4,Rural,0.98,0.78,Hotline
14-03-19,Karachi,26.8,61.3,290,55,6,1,9,Monkey,Mammal,2,Evening,Cloudy,Sun,Summer,8,0.27,0.63,0.48,0.36,0.95,Fed,No,0.67,8.7,Heard,Curious,Yes,28,Rural,0.78,0.74,Hotline
04-12-25,Peshawar,20.2,88.1,176,63,1,2,5,Wild Cat,Mammal,1,Evening,Sunny,Fri,Spring,6,0.13,0.85,0.34,0.03,0.05,Chased,No,0.23,13.6,Seen,Curious,No,33.3,Rural,0.16,0.21,Website
13-07-14,Peshawar,37.9,67,158,94,0,0,2,Bat,Mammal,4,Afternoon,Rainy,Thu,Spring,3,0.38,0.03,0.84,0.01,0.7,Fed,No,0.97,26.8,Heard,Aggressive,No,11.8,Rural,0.7,0.84,Hotline
23-10-13,Peshawar,31.4,87.7,132,92,0,4,5,Fox,Mammal,8,Night,Foggy,Fri,Spring,2,0.95,0.23,0.88,0.81,0.68,Chased,Yes,0.66,19.7,Photographed,Aggressive,No,40.8,Rural,0.5,0.16,App
08-08-18,Peshawar,24.4,85.5,163,55,6,2,2,Cobra,Reptile,2,Morning,Cloudy,Mon,Summer,3,0.67,0.05,0.55,0.29,0.31,Chased,Yes,0.42,37.7,Seen,Aggressive,Yes,16.8,Semi-urban,0.73,0.46,Hotline
02-03-23,Islamabad,17.1,74.9,111,89,8,2,5,Wild Cat,Mammal,5,Morning,Cloudy,Tue,Winter,1,0.21,0.38,0.98,0.78,0.73,Chased,Yes,0.2,47.1,Fed,Aggressive,No,39.3,Urban,0.6,0.99,Website
18-02-19,Islamabad,24.8,85.9,154,96,7,1,9,Bat,Mammal,1,Night,Rainy,Wed,Summer,1,0.97,0.11,0.4,0.74,0.7,Photographed,No,0.48,21.4,Chased,Calm,No,19.9,Semi-urban,0.26,0.28,Hotline
01-01-20,Islamabad,29.5,38.8,173,63,9,1,6,Cobra,Reptile,7,Night,Sunny,Fri,Spring,5,0.07,0.43,0.7,0.46,0.09,Heard,Yes,0.6,38.9,Photographed,Feeding,No,35.2,Semi-urban,0.37,0.61,Hotline
28-09-25,Lahore,28.5,67,119,80,3,2,1,Cobra,Reptile,4,Afternoon,Foggy,Fri,Spring,0,0.12,0.45,0.61,0.21,0.94,Chased,No,0.11,46.6,Photographed,Fleeing,No,31.3,Semi-urban,0.37,0.15,Hotline
17-02-22,Islamabad,33.8,47,56,88,8,3,2,Monkey,Mammal,1,Afternoon,Foggy,Tue,Winter,9,0.4,0.84,0.19,0.67,0.98,Fed,Yes,0.19,1.5,Seen,Calm,Yes,21.7,Semi-urban,0.09,0.77,Hotline
29-09-20,Lahore,42.4,50.4,64,43,8,2,9,Owl,Bird,3,Afternoon,Sunny,Tue,Autumn,7,0.23,0.55,0.67,0.7,0.2,Photographed,Yes,0.69,49.3,Fed,Feeding,No,2.6,Rural,0.91,0.13,In-person
23-05-10,Karachi,25.7,21.1,92,87,1,2,1,Fox,Mammal,3,Night,Sunny,Mon,Summer,9,0.6,0.59,0.37,0.33,0.88,Fed,No,0.44,30.1,Seen,Feeding,No,14.2,Urban,0.79,0.46,App
07-03-13,Karachi,30.4,37.7,140,85,7,2,9,Monkey,Mammal,1,Afternoon,Cloudy,Fri,Summer,8,0.21,0.8,0.33,0.87,0.92,Photographed,No,0.87,3.1,Chased,Calm,No,39.4,Semi-urban,0.41,0.89,In-person
14-02-24,Quetta,34.1,78.4,217,75,1,3,4,Porcupine,Mammal,2,Afternoon,Rainy,Sat,Winter,1,0.5,0.79,0.6,0.2,0.59,Seen,Yes,0.47,28.7,Chased,Fleeing,No,1.5,Rural,0.21,0.35,In-person
05-07-25,Karachi,36.4,20.8,170,40,5,4,4,Fox,Mammal,1,Afternoon,Sunny,Thu,Autumn,9,0.94,0.75,0.72,0.83,0.45,Photographed,Yes,0.83,1.5,Fed,Calm,Yes,46.2,Urban,0.44,0.6,In-person
07-11-26,Islamabad,22.6,72,171,91,7,0,6,Fox,Mammal,7,Morning,Rainy,Fri,Winter,4,0.33,0.35,0.51,0.94,0.88,Heard,No,0.19,24.2,Seen,Aggressive,Yes,27.7,Rural,0.5,0.27,In-person
17-04-22,Karachi,40.8,67.4,258,51,6,2,8,Wild Cat,Mammal,6,Afternoon,Cloudy,Fri,Autumn,8,0.16,0.67,0.18,0.69,0.23,Fed,No,0.21,10.8,Chased,Aggressive,Yes,0.2,Rural,0.72,0.76,Website
07-03-24,Karachi,30.4,31.3,82,69,0,2,9,Owl,Bird,3,Night,Cloudy,Sun,Winter,9,0.35,0.11,0.22,0.52,0.61,Photographed,No,0.32,4.4,Photographed,Calm,No,19.6,Semi-urban,0.23,0.3,In-person
30-08-14,Lahore,43.8,63.1,186,86,0,0,2,Cobra,Reptile,3,Night,Foggy,Tue,Autumn,9,0.41,0.75,0.2,0.33,0.55,Seen,No,0.62,2.3,Heard,Calm,Yes,47.3,Semi-urban,0.7,0.55,Hotline
17-11-17,Peshawar,43,50.7,137,65,0,4,4,Monkey,Mammal,1,Night,Rainy,Wed,Winter,2,0.2,0.51,0.42,0.02,0.79,Seen,Yes,0.16,29,Photographed,Fleeing,No,28.1,Semi-urban,0.63,0.72,App
04-04-26,Lahore,22.6,20.7,205,48,7,0,8,Owl,Bird,6,Afternoon,Foggy,Thu,Autumn,8,0.49,0.33,0.79,0.45,0.18,Seen,Yes,0.87,53.1,Seen,Curious,Yes,23.4,Rural,0.08,0.45,Website
11-05-12,Peshawar,39.1,83.1,97,41,7,3,8,Fox,Mammal,8,Evening,Foggy,Thu,Winter,3,0.85,0.55,0.98,0.45,0.51,Fed,Yes,0.99,14.7,Fed,Feeding,Yes,47.1,Rural,0.04,0.5,In-person
14-09-24,Lahore,17.1,71,89,98,6,3,3,Monkey,Mammal,2,Evening,Rainy,Wed,Autumn,0,0.37,0.63,0.1,0.1,0.05,Heard,Yes,0.62,26.1,Heard,Fleeing,No,27.4,Semi-urban,0.52,0.42,Website
04-02-14,Peshawar,35.3,73.1,148,76,2,3,6,Owl,Bird,9,Evening,Rainy,Tue,Autumn,5,0.75,0.91,0.76,0.6,0.65,Fed,Yes,0.9,35.1,Chased,Calm,Yes,31.7,Semi-urban,0.16,0.53,App
15-06-22,Peshawar,36.5,39,57,79,8,4,1,Cobra,Reptile,1,Night,Rainy,Thu,Summer,9,0.7,0.38,0.82,0.66,0.8,Chased,Yes,0.34,41.8,Photographed,Curious,Yes,13.3,Semi-urban,0.94,0.67,Website
12-11-15,Lahore,24.7,38.9,205,60,9,4,3,Bat,Mammal,7,Evening,Rainy,Sat,Autumn,5,0.06,0.78,0.82,0.46,0.98,Fed,Yes,0.81,46.6,Photographed,Fleeing,No,37.4,Semi-urban,0.15,0.3,Website
18-03-13,Karachi,28.9,38.5,174,60,2,4,7,Porcupine,Mammal,2,Afternoon,Sunny,Sat,Autumn,5,0.43,0.2,0.51,0.74,0.44,Heard,No,0.7,6.6,Photographed,Calm,No,37.4,Rural,0.81,0.74,In-person
07-01-20,Lahore,44,77.9,189,82,9,2,2,Wild Cat,Mammal,1,Afternoon,Rainy,Sat,Spring,2,0.02,0.36,0.78,0.57,0.31,Chased,No,0.69,14.7,Seen,Fleeing,No,0.8,Rural,0.76,0.66,In-person
20-03-24,Quetta,37.9,22.7,256,82,9,2,2,Bat,Mammal,5,Morning,Rainy,Sat,Winter,4,0.4,0.39,0.07,0.64,0.73,Seen,Yes,0.71,9.2,Photographed,Aggressive,Yes,29,Rural,0.57,0.88,In-person
15-03-20,Islamabad,26.4,46,77,44,4,2,4,Bat,Mammal,2,Morning,Sunny,Mon,Summer,3,0.86,0.46,0.94,0.5,0.95,Heard,Yes,0.85,22.4,Chased,Curious,No,43.2,Semi-urban,0.11,0.93,Hotline
05-07-12,Islamabad,33.9,23.8,108,64,8,1,5,Fox,Mammal,3,Night,Sunny,Wed,Autumn,0,0.64,0.6,0.18,0.71,0.46,Seen,Yes,0.7,50.4,Heard,Curious,No,8.6,Semi-urban,0.02,0.8,In-person
18-04-18,Lahore,33.3,69,61,79,5,3,5,Hedgehog,Mammal,3,Evening,Foggy,Mon,Autumn,7,0.95,0.88,0.58,0.83,0.64,Chased,No,0.17,44.7,Seen,Curious,Yes,4.8,Rural,0.59,0.73,App
29-12-18,Karachi,17,36.2,258,59,3,2,6,Cobra,Reptile,8,Morning,Cloudy,Sat,Spring,4,0.8,0.88,0.13,0.2,0.22,Fed,Yes,0.72,36.6,Fed,Aggressive,No,31,Rural,0.94,0.8,In-person
12-01-15,Peshawar,18.8,44.3,102,94,0,0,9,Porcupine,Mammal,3,Night,Cloudy,Tue,Autumn,1,0.07,0.21,0.23,0.47,0.27,Chased,Yes,0.19,10.9,Fed,Aggressive,No,7.4,Rural,0.97,0.78,In-person
04-04-25,Peshawar,44,50.8,105,62,7,2,7,Fox,Mammal,8,Afternoon,Cloudy,Wed,Winter,9,0.26,0.36,0.67,0.06,0.21,Fed,Yes,0.83,9.7,Fed,Aggressive,No,17.2,Semi-urban,0.86,0.24,Hotline
07-11-21,Peshawar,17.5,53.9,168,50,4,1,7,Owl,Bird,8,Evening,Foggy,Fri,Summer,2,0,0.17,0.88,0.44,0.98,Fed,No,0.46,43.2,Fed,Fleeing,Yes,14.2,Semi-urban,0.36,0.27,Website
19-02-13,Peshawar,25.4,58.3,253,79,0,1,6,Monkey,Mammal,7,Evening,Sunny,Sat,Spring,0,0.77,0.94,0.02,0.52,0.47,Photographed,Yes,0.69,34,Heard,Curious,Yes,34.4,Urban,0.66,0.21,Website
09-11-23,Lahore,39,28.6,88,43,8,4,0,Bat,Mammal,1,Night,Cloudy,Fri,Autumn,4,0.51,0.74,0.51,0.87,0.4,Chased,Yes,0.97,56,Chased,Feeding,Yes,37.1,Rural,0.28,0.22,Hotline
